Symbol,Name,Country,Sector,Industry
DECK,Deckers Outdoor Corporation Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
BATL,Battalion Oil Corporation Common Stock,United States,Energy,Oil & Gas Production
BASE,Couchbase Inc. Common Stock,United States,Technology,EDP Services
DELL,Dell Technologies Inc. Class C Common Stock ,United States,Technology,Computer Manufacturing
BARK,BARK Inc. Class A Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
DENN,Denny's Corporation Common Stock,United States,Consumer Discretionary,Restaurants
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,China,Consumer Discretionary,Business Services
BANX,ArrowMark Financial Corp. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
BANR,Banner Corporation Common Stock,United States,Finance,Major Banks
BAFN,BayFirst Financial Corp. Common Stock,United States,Finance,Savings Institutions
DESP,Despegar.com Corp. Ordinary Shares,Argentina,Consumer Discretionary,Transportation Services
BANL,CBL International Limited Ordinary Shares,Malaysia,Energy,Oil Refining/Marketing
DFIN,Donnelley Financial Solutions Inc. Common Stock ,United States,Consumer Discretionary,Other Consumer Services
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),United States,Technology,Electronic Components
BANF,BancFirst Corporation Common Stock,United States,Finance,Major Banks
BAND,Bandwidth Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
BANC,Banc of California Inc. Depositary Shares each representing a 1/40th interest in a share of 7.75% non-cumulative perpetual preferred stock Series F,United States,,
DGHI,Digihost Technology Inc. Common Subordinate Voting Shares,Canada,Finance,Finance: Consumer Services
BALY,Bally's Corporation Common Stock,United States,Consumer Discretionary,Hotels/Resorts
DGII,Digi International Inc. Common Stock,United States,Technology,Computer peripheral equipment
DGLY,Digital Ally Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
BALL,Ball Corporation Common Stock,United States,Industrials,Containers/Packaging
AXNX,Axonics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
DLTR,Dollar Tree Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
BGLC,BioNexus Gene Lab Corp Common stock,Malaysia,Health Care,Medical Specialities
AVAV,AeroVironment Inc. Common Stock,United States,Industrials,Aerospace
AVNS,Avanos Medical Inc. Common Stock,United States,Health Care,Industrial Specialties
DORM,Dorman Products Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
DOUG,Douglas Elliman Inc. Common Stock,United States,Real Estate,Building operators
AVIR,Atea Pharmaceuticals Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
AVHI,Achari Ventures Holdings Corp. I Common Stock,United States,Finance,Blank Checks
AVGR,Avinger Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
AVGO,Broadcom Inc. Common Stock,United States,Technology,Semiconductors
DOYU,DouYu International Holdings Limited ADS,China,Technology,Computer Software: Programming Data Processing
DPCS,DP Cap Acquisition Corp I Class A Ordinary Shares,United States,Finance,Blank Checks
AVDX,AvidXchange Holdings Inc. Common Stock,United States,Technology,EDP Services
AVDL,Avadel Pharmaceuticals plc American Depositary Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations
DPRO,Draganfly Inc. Common Shares,Canada,Consumer Discretionary,Electronic Components
DPSI,DecisionPoint Systems Inc. Common Stock,,Technology,Retail: Computer Software & Peripheral Equipment
DRCT,Direct Digital Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,Canada,Consumer Discretionary,Industrial Specialties
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),,Finance,Commercial Banks
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
AUVI,Applied UV Inc. Common Stock,United States,Consumer Discretionary,Building Products
DRIO,DarioHealth Corp. Common Stock,Israel,Health Care,Medical/Dental Instruments
DRMA,Dermata Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AUUD,Auddia Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
DRRX,DURECT Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AUTL,Autolus Therapeutics plc American Depositary Share,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DRTS,Alpha Tau Medical Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
AUST,Austin Gold Corp. Common Shares,,Basic Materials,Precious Metals
DRUG,Bright Minds Biosciences Inc. Common Stock,Canada,Health Care,Pharmaceuticals and Biotechnology
DRVN,Driven Brands Holdings Inc. Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
DSAQ,Direct Selling Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
DOOR,Masonite International Corporation Ordinary Shares (Canada),Canada,Basic Materials,Forest Products
DOMO,Domo Inc. Class B Common Stock,United States,Technology,Computer Software: Prepackaged Software
AXGN,Axogen Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DNLI,Denali Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AXDX,Accelerate Diagnostics Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
DMAC,DiaMedica Therapeutics Inc. Common Stock,United States,Health Care,Pharmaceuticals and Biotechnology
DMAQ,Deep Medicine Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
AWRE,Aware Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,United States,Energy,Oil & Gas Production
AWIN,AERWINS Technologies Inc. Common Stock,Japan,Industrials,Industrial Machinery/Components
AVXL,Anavex Life Sciences Corp. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DMRC,Digimarc Corporation Common Stock,United States,Technology,EDP Services
AVTX,Avalo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AVTR,Avantor Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
DMTK,DermTech Inc. Common Stock,United States,Health Care,Medical Specialities
DMYY,dMY Squared Technology Group Inc. Class A Common Stock,,Finance,Blank Checks
AVTE,Aerovate Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AVRO,AVROBIO Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DOMH,Dominari Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AVPT,AvePoint Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
DNMR,Danimer Scientific Inc. Common Stock,United States,Industrials,Major Chemicals
DNOW,NOW Inc. Common Stock,United States,Industrials,Metal Fabrications
DNTH,Dianthus Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DNUT,Krispy Kreme Inc. Common Stock,United States,Consumer Staples,Food Chains
AVNW,Aviat Networks Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
DOCN,DigitalOcean Holdings Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
DOCS,Doximity Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
DOCU,DocuSign Inc. Common Stock,United States,Technology,EDP Services
DOGZ,Dogness (International) Corporation Class A Common Stock,China,Consumer Discretionary,Miscellaneous manufacturing industries
AVNT,Avient Corporation Common Stock,United States,Industrials,Major Chemicals
DOLE,Dole plc Ordinary Shares,Ireland,Consumer Staples,Farming/Seeds/Milling
DOMA,Doma Holdings Inc. Common Stock,United States,Finance,Real Estate
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),Brazil,Finance,Major Banks
BBGI,Beasley Broadcast Group Inc. Class A Common Stock,United States,Consumer Discretionary,Broadcasting
DDOG,Datadog Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,Canada,,
BFAM,Bright Horizons Family Solutions Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
CVII,Churchill Capital Corp VII Class A Common Stock,,Finance,Blank Checks
BFAC,Battery Future Acquisition Corp. Class A Ordinary Shares,,Finance,Blank Checks
CVKD,Cadrenal Therapeutics Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
CVLG,Covenant Logistics Group Inc. Class A Common Stock,United States,Industrials,Trucking Freight/Courier Services
CVLT,Commvault Systems Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CVLY,Codorus Valley Bancorp Inc Common Stock,United States,Finance,Savings Institutions
BETS,Bit Brother Limited Class A Ordinary Shares,China,Consumer Discretionary,Restaurants
BETR,Better Home & Finance Holding Company Class A Common Stock,United Kingdom,Finance,Finance: Consumer Services
CVNA,Carvana Co. Class A Common Stock,United States,Consumer Discretionary,Other Specialty Stores
BEST,BEST Inc. American Depositary Shares each representing twenty (20) Class A Ordinary Shares,Cayman Islands,Industrials,Trucking Freight/Courier Services
BERY,Berry Global Group Inc. Common Stock,United States,Industrials,Plastic Products
CVRX,CVRx Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,Canada,,
CVGI,Commercial Vehicle Group Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,United States,,
BENF,Beneficient Class A Common Stock,United States,Finance,Blank Checks
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),China,Finance,Real Estate
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
CWBC,Community West Bancshares Common Stock,United States,Finance,Major Banks
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,Cayman Islands,Utilities,Water Supply
BEEP,Mobile Infrastructure Corporation Common Stock,,Finance,Blank Checks
BEEM,Beam Global Common Stock,United States,Technology,Semiconductors
CWEN,Clearway Energy Inc. Class C Common Stock,United States,Utilities,Electric Utilities: Central
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing four Class A Ordinary Share,China,Real Estate,Other Consumer Services
BECN,Beacon Roofing Supply Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
BEAT,Heartbeam Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
BEAM,Beam Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CVGW,Calavo Growers Inc. Common Stock,United States,Consumer Discretionary,Specialty Foods
CVEO,Civeo Corporation (Canada) Common Shares,,Consumer Discretionary,Hotels/Resorts
BBIO,BridgeBio Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BFST,Business First Bancshares Inc. Common Stock,United States,Finance,Major Banks
CTRE,CareTrust REIT Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
CTRM,Castor Maritime Inc. Common Shares,Cyprus,Consumer Discretionary,Marine Transportation
CTRN,Citi Trends Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,United States,Technology,EDP Services
CTSO,Cytosorbents Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
BGFV,Big 5 Sporting Goods Corporation Common Stock,United States,Consumer Discretionary,Other Specialty Stores
CTVA,Corteva Inc. Common Stock ,United States,Consumer Staples,Farming/Seeds/Milling
CTXR,Citius Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,United States,Finance,Investment Managers
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,United States,Finance,Major Banks
CUBE,CubeSmart Common Shares,United States,Real Estate,Real Estate Investment Trusts
CUBI,Customers Bancorp Inc Common Stock,United States,Finance,Major Banks
BFIN,BankFinancial Corporation Common Stock,United States,Finance,Savings Institutions
BFRI,Biofrontera Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BFRG,Bullfrog AI Holdings Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
CULL,Cullman Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
CULP,Culp Inc. Common Stock,United States,Consumer Discretionary,Textiles
CURI,CuriosityStream Inc. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
CURO,CURO Group Holdings Corp. Common Stock,United States,Finance,Finance: Consumer Services
CURV,Torrid Holdings Inc. Common Stock,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CUTR,Cutera Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BFLY,Butterfly Network Inc. Class A Common Stock,United States,Health Care,Medical Electronics
CVAC,CureVac N.V. Ordinary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
CVBF,CVB Financial Corporation Common Stock,United States,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,United States,Consumer Discretionary,Homebuilding
CVCY,Central Valley Community Bancorp Common Stock,United States,Finance,Major Banks
CWST,Casella Waste Systems Inc. Class A Common Stock,United States,Utilities,Environmental Services
BDTX,Black Diamond Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CXAI,CXApp Inc. Class A Common Stock,United States,Technology,EDP Services
DBRG,DigitalBridge Group Inc. 7.125% Series J ,United States,,
DAVE,Dave Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
DAWN,Day One Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BCML,BayCom Corp Common Stock,United States,Finance,Major Banks
DBGI,Digital Brands Group Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCEL,Atreca Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BCDA,BioCardia Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BCBP,BCB Bancorp Inc. (NJ) Common Stock,United States,Finance,Savings Institutions
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
BCAN,BYND Cannasoft Enterprises Inc. Common Stock,Canada,Technology,Computer Software: Prepackaged Software
DBVT,DBV Technologies S.A. American Depositary Shares,France,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CXDO,Crexendo Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
BCAL,Southern California Bancorp Common Stock,United States,Finance,Major Banks
BCAB,BioAtla Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
DCBO,Docebo Inc. Common Shares,Canada,Technology,Computer Software: Prepackaged Software
DCFC,Tritium DCFC Limited Ordinary Shares,Australia,Technology,Electronic Components
DCGO,DocGo Inc. Common Stock,United States,Health Care,Managed Health Care
BBWI,Bath & Body Works Inc.,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DCOM,Dime Community Bancshares Inc. Common Stock,United States,Finance,Major Banks
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Spain,Finance,Commercial Banks
DCPH,Deciphera Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DCTH,Delcath Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,,,
BBSI,Barrett Business Services Inc. Common Stock,United States,Consumer Discretionary,Professional Services
BBLG,Bone Biologics Corp Common Stock,United States,Health Care,Industrial Specialties
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),United Kingdom,Technology,EDP Services
DATS,DatChat Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
DASH,DoorDash Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
DARE,Dare Bioscience Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BDSX,Biodesix Inc. Common Stock,United States,Health Care,Precision Instruments
BDRX,Biodexa Pharmaceuticals plc American Depositary Shs,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
CYAN,Cyanotech Corporation Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
CYBN,Cybin Inc. Common Shares,Canada,Health Care,Pharmaceuticals and Biotechnology
CYBR,CyberArk Software Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYCN,Cyclerion Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BCYC,Bicycle Therapeutics plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
CYRX,CryoPort Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYTH,Cyclo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CYTK,Cytokinetics Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYTO,Altamira Therapeutics Ltd. Common Shares,Bermuda,Health Care,Biotechnology: Pharmaceutical Preparations
CZFS,Citizens Financial Services Inc. Common Stock,United States,Finance,Major Banks
CZNC,Citizens & Northern Corp Common Stock,United States,Finance,Major Banks
CZOO,Cazoo Group Ltd Class A Ordinary Shares,,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CZWI,Citizens Community Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
BCTX,BriaCell Therapeutics Corp. Common Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
BCSF,Bain Capital Specialty Finance Inc. Common Stock,United States,Finance,Finance/Investors Services
DADA,Dada Nexus Limited American Depositary Shares,China,Technology,Computer Software: Programming Data Processing
DAIO,Data I/O Corporation Common Stock,United States,Industrials,Electrical Products
DAKT,Daktronics Inc. Common Stock,United States,Consumer Discretionary,Miscellaneous manufacturing industries
BCSA,Blockchain Coinvestors Acquisition Corp. I Class A Ordinary Shares,Cayman Islands,Finance,Blank Checks
DALN,DallasNews Corporation Series A Common Stock,United States,Consumer Discretionary,Newspapers/Magazines
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCPC,Balchem Corporation Common Stock,United States,Industrials,Major Chemicals
BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,United States,Finance,Banks
BCOV,Brightcove Inc. Common Stock,United States,Technology,EDP Services
AURA,Aura Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
AUMN,Golden Minerals Company Common Stock,United States,Basic Materials,Precious Metals
ARES,Ares Management Corporation Class A Common Stock,United States,Finance,Investment Managers
ELAB,Elevai Labs Inc. Common Stock,United States,,
ARKO,ARKO Corp. Common Stock,United States,Energy,Oil Refining/Marketing
ARIZ,Arisz Acquisition Corp. Common Stock,United States,Finance,Blank Checks
ARIS,Aris Water Solutions Inc. Class A Common Stock,United States,Utilities,Water Supply
ELAN,Elanco Animal Health Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,Electra Battery Materials Corporation Common Stock,Canada,,
ARHS,Arhaus Inc. Class A Common Stock,United States,Consumer Discretionary,Other Specialty Stores
ARGX,argenx SE American Depositary Shares,Netherlands,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARGO,Argo Group International Holdings Inc. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,Bermuda,,
ELDN,Eledon Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncology Inc. Common stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Bermuda,Finance,Specialty Insurers
ELIQ,Electriq Power Holdings Inc. Class A Common Stock,,Miscellaneous,Industrial Machinery/Components
AREN,The Arena Group Holdings Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
EKSO,Ekso Bionics Holdings Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
AREC,American Resources Corporation Class A Common Stock,United States,Energy,Coal Mining
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Israel,Utilities,Electric Utilities: Central
ELMD,Electromed Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELME,Elme Communities Common Stock,United States,Real Estate,Real Estate Investment Trusts
AREB,American Rebel Holdings Inc. Common Stock,United States,Industrials,Plastic Products
ARDX,Ardelyx Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELSE,Electro-Sensors Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,Israel,Technology,Electrical Products
ELTX,Elicio Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,Elutia Inc. Class A Common Stock,United States,Health Care,Medical Specialities
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,United States,Finance,Investment Managers
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
ELVA,Electrovaya Inc. Common Shares,Canada,,
ARKR,Ark Restaurants Corp. Common Stock,United States,Consumer Discretionary,Restaurants
ARLO,Arlo Technologies Inc. Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances
EFSH,1847 Holdings LLC Common Shares,,Consumer Discretionary,Professional Services
ARRY,Array Technologies Inc. Common Stock,United States,Technology,Semiconductors
EFTR,eFFECTOR Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EFXT,Enerflex Ltd Common Shares,Canada,Consumer Staples,Meat/Poultry/Fish
ARVN,Arvinas Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EGAN,eGain Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,United States,Finance,Major Banks
ARVL,Arrival Ordinary Shares,Luxembourg,Consumer Discretionary,Auto Manufacturing
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
EGGF,EG Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
EGHT,8x8 Inc Common Stock,United States,Technology,EDP Services
EGIO,Edgio Inc. Common Stock,United States,Consumer Discretionary,Business Services
EGLE,Eagle Bulk Shipping Inc. Common Stock,United States,Consumer Discretionary,Marine Transportation
ARTL,Artelo Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EGOX,Next.e.GO N.V. Ordinary Shares,Germany,,
ARRW,Arrowroot Acquisition Corp. Class A common stock,United States,Finance,Blank Checks
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,United States,Energy,Coal Mining
EGRX,Eagle Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ARQT,Arcutis Biotherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ARQQ,Arqit Quantum Inc. Ordinary Shares,United Kingdom,Technology,Computer Software: Prepackaged Software
AROW,Arrow Financial Corporation Common Stock,United States,Finance,Major Banks
AROC,Archrock Inc. Common Stock,United States,Utilities,Natural Gas Distribution
ARMP,Armata Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARMN,Aris Mining Corporation Common Shares,,,
EHAB,Enhabit Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
ARMK,Aramark Common Stock,United States,Consumer Discretionary,Restaurants
EHTH,eHealth Inc. Common Stock,United States,Finance,Specialty Insurers
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,,Finance,Finance/Investors Services
EICB,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,,,
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELVN,Enliven Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELWS,Earlyworks Co. Ltd. American Depositary Shares,Japan,,
ELYM,Eliem Therapeutics Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APPF,AppFolio Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
ENSV,Enservco Corporation Common Stock,United States,Energy,Oilfield Services/Equipment
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENTG,Entegris Inc. Common Stock,United States,Industrials,Plastic Products
ENTX,Entera Bio Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APTV,Aptiv PLC Ordinary Shares,United Kingdom,Consumer Discretionary,Auto Parts:O.E.M.
ENVA,Enova International Inc. Common Stock,United States,Finance,Finance: Consumer Services
ENVB,Enveric Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APTO,Aptose Biosciences Inc. Common Shares,Canada,Health Care,Pharmaceuticals and Biotechnology
ENVX,Enovix Corporation Common Stock,United States,Miscellaneous,Industrial Machinery/Components
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,United States,,
APRE,Aprea Therapeutics Inc. Common stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APPS,Digital Turbine Inc. Common Stock,United States,Miscellaneous,Multi-Sector Companies
APPN,Appian Corporation Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,United States,,
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Argentina,Consumer Discretionary,Restaurants
EOLS,Evolus Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APOG,Apogee Enterprises Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
APLT,Applied Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EPAC,Enerpac Tool Group Corp. Common Stock,United States,Industrials,Industrial Machinery/Components
EPAM,EPAM Systems Inc. Common Stock,United States,Technology,EDP Services
APLS,Apellis Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APLM,Apollomics Inc. Class A Ordinary Shares,United States,Finance,Blank Checks
EPIX,ESSA Pharma Inc. Common Stock,Canada,Health Care,Pharmaceuticals and Biotechnology
APLE,Apple Hospitality REIT Inc. Common Shares,United States,Real Estate,Real Estate Investment Trusts
APLD,Applied Digital Corporation Common Stock,United States,Finance,Investment Bankers/Brokers/Service
EPOW,Sunrise New Energy Co. Ltd Ordinary Shares,China,Consumer Discretionary,Business Services
EPRT,Essential Properties Realty Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
ENSG,The Ensign Group Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
ENSC,Ensysce Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
